no	scene	subfolder	image_id	objects	labels	boxes	query	truth
919	table	table_1	41	cap,coffee mug,bowl,cereal box,cap,soda can	cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 174, 128, 104),(29, 243, 104, 88),(137, 284, 174, 103),(240, 80, 115, 166),(274, 219, 134, 107),(465, 269, 66, 87)	W cap	(0,0,0,0,1,0)
920	table	table_1	41	cap,coffee mug,bowl,cereal box,cap,soda can	cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 174, 128, 104),(29, 243, 104, 88),(137, 284, 174, 103),(240, 80, 115, 166),(274, 219, 134, 107),(465, 269, 66, 87)	soda can	(0,0,0,0,0,1)
916	table	table_1	42	cap,coffee mug,bowl,cereal box,cap,soda can	cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 170, 138, 104),(41, 239, 104, 88),(152, 281, 173, 103),(248, 76, 117, 167),(284, 215, 134, 108),(475, 266, 68, 87)	red cap	(1,0,0,0,0,0)
917	table	table_1	42	cap,coffee mug,bowl,cereal box,cap,soda can	cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 170, 138, 104),(41, 239, 104, 88),(152, 281, 173, 103),(248, 76, 117, 167),(284, 215, 134, 108),(475, 266, 68, 87)	coffee mug	(0,1,0,0,0,0)
918	table	table_1	42	cap,coffee mug,bowl,cereal box,cap,soda can	cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 170, 138, 104),(41, 239, 104, 88),(152, 281, 173, 103),(248, 76, 117, 167),(284, 215, 134, 108),(475, 266, 68, 87)	bowl	(0,0,1,0,0,0)
919	table	table_1	42	cap,coffee mug,bowl,cereal box,cap,soda can	cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 170, 138, 104),(41, 239, 104, 88),(152, 281, 173, 103),(248, 76, 117, 167),(284, 215, 134, 108),(475, 266, 68, 87)	cereal box	(0,0,0,1,0,0)
920	table	table_1	42	cap,coffee mug,bowl,cereal box,cap,soda can	cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 170, 138, 104),(41, 239, 104, 88),(152, 281, 173, 103),(248, 76, 117, 167),(284, 215, 134, 108),(475, 266, 68, 87)	white cap	(0,0,0,0,1,0)
921	table	table_1	42	cap,coffee mug,bowl,cereal box,cap,soda can	cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 170, 138, 104),(41, 239, 104, 88),(152, 281, 173, 103),(248, 76, 117, 167),(284, 215, 134, 108),(475, 266, 68, 87)	soda can	(0,0,0,0,0,1)
917	table	table_1	43	cap,coffee mug,bowl,cereal box,cap,soda can	cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(32, 163, 136, 104),(76, 232, 102, 88),(188, 275, 171, 103),(274, 70, 120, 167),(314, 210, 134, 108),(507, 262, 70, 88)	red cap	(1,0,0,0,0,0)
918	table	table_1	43	cap,coffee mug,bowl,cereal box,cap,soda can	cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(32, 163, 136, 104),(76, 232, 102, 88),(188, 275, 171, 103),(274, 70, 120, 167),(314, 210, 134, 108),(507, 262, 70, 88)	coffee mug	(0,1,0,0,0,0)
919	table	table_1	43	cap,coffee mug,bowl,cereal box,cap,soda can	cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(32, 163, 136, 104),(76, 232, 102, 88),(188, 275, 171, 103),(274, 70, 120, 167),(314, 210, 134, 108),(507, 262, 70, 88)	bowl	(0,0,1,0,0,0)
920	table	table_1	43	cap,coffee mug,bowl,cereal box,cap,soda can	cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(32, 163, 136, 104),(76, 232, 102, 88),(188, 275, 171, 103),(274, 70, 120, 167),(314, 210, 134, 108),(507, 262, 70, 88)	cereal box	(0,0,0,1,0,0)
921	table	table_1	43	cap,coffee mug,bowl,cereal box,cap,soda can	cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(32, 163, 136, 104),(76, 232, 102, 88),(188, 275, 171, 103),(274, 70, 120, 167),(314, 210, 134, 108),(507, 262, 70, 88)	W cap	(0,0,0,0,1,0)
922	table	table_1	43	cap,coffee mug,bowl,cereal box,cap,soda can	cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(32, 163, 136, 104),(76, 232, 102, 88),(188, 275, 171, 103),(274, 70, 120, 167),(314, 210, 134, 108),(507, 262, 70, 88)	soda can	(0,0,0,0,0,1)
918	table	table_1	44	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 261, 32, 41),(47, 146, 135, 104),(93, 215, 102, 87),(207, 258, 172, 102),(287, 54, 124, 169),(330, 195, 134, 108),(524, 248, 72, 87)	flashlight	(1,0,0,0,0,0,0)
919	table	table_1	44	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 261, 32, 41),(47, 146, 135, 104),(93, 215, 102, 87),(207, 258, 172, 102),(287, 54, 124, 169),(330, 195, 134, 108),(524, 248, 72, 87)	red cap	(0,1,0,0,0,0,0)
920	table	table_1	44	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 261, 32, 41),(47, 146, 135, 104),(93, 215, 102, 87),(207, 258, 172, 102),(287, 54, 124, 169),(330, 195, 134, 108),(524, 248, 72, 87)	coffee mug	(0,0,1,0,0,0,0)
921	table	table_1	44	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 261, 32, 41),(47, 146, 135, 104),(93, 215, 102, 87),(207, 258, 172, 102),(287, 54, 124, 169),(330, 195, 134, 108),(524, 248, 72, 87)	bowl	(0,0,0,1,0,0,0)
922	table	table_1	44	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 261, 32, 41),(47, 146, 135, 104),(93, 215, 102, 87),(207, 258, 172, 102),(287, 54, 124, 169),(330, 195, 134, 108),(524, 248, 72, 87)	cereal box	(0,0,0,0,1,0,0)
923	table	table_1	44	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 261, 32, 41),(47, 146, 135, 104),(93, 215, 102, 87),(207, 258, 172, 102),(287, 54, 124, 169),(330, 195, 134, 108),(524, 248, 72, 87)	white cap	(0,0,0,0,0,1,0)
924	table	table_1	44	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 261, 32, 41),(47, 146, 135, 104),(93, 215, 102, 87),(207, 258, 172, 102),(287, 54, 124, 169),(330, 195, 134, 108),(524, 248, 72, 87)	soda can	(0,0,0,0,0,0,1)
919	table	table_1	45	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 262, 57, 48),(67, 149, 134, 102),(117, 216, 100, 86),(232, 259, 168, 100),(302, 58, 123, 167),(347, 198, 132, 105),(539, 249, 73, 86)	long base flashlight	(1,0,0,0,0,0,0)
920	table	table_1	45	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 262, 57, 48),(67, 149, 134, 102),(117, 216, 100, 86),(232, 259, 168, 100),(302, 58, 123, 167),(347, 198, 132, 105),(539, 249, 73, 86)	red cap	(0,1,0,0,0,0,0)
921	table	table_1	45	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 262, 57, 48),(67, 149, 134, 102),(117, 216, 100, 86),(232, 259, 168, 100),(302, 58, 123, 167),(347, 198, 132, 105),(539, 249, 73, 86)	white coffee mug	(0,0,1,0,0,0,0)
922	table	table_1	45	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 262, 57, 48),(67, 149, 134, 102),(117, 216, 100, 86),(232, 259, 168, 100),(302, 58, 123, 167),(347, 198, 132, 105),(539, 249, 73, 86)	The bowl left from the cap	(0,0,0,1,0,0,0)
923	table	table_1	45	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 262, 57, 48),(67, 149, 134, 102),(117, 216, 100, 86),(232, 259, 168, 100),(302, 58, 123, 167),(347, 198, 132, 105),(539, 249, 73, 86)	Crunch	(0,0,0,0,1,0,0)
924	table	table_1	45	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 262, 57, 48),(67, 149, 134, 102),(117, 216, 100, 86),(232, 259, 168, 100),(302, 58, 123, 167),(347, 198, 132, 105),(539, 249, 73, 86)	white cap	(0,0,0,0,0,1,0)
925	table	table_1	45	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 262, 57, 48),(67, 149, 134, 102),(117, 216, 100, 86),(232, 259, 168, 100),(302, 58, 123, 167),(347, 198, 132, 105),(539, 249, 73, 86)	black soda can	(0,0,0,0,0,0,1)
920	table	table_1	46	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 256, 81, 57),(87, 146, 131, 100),(140, 210, 98, 85),(255, 252, 166, 97),(315, 56, 124, 165),(363, 193, 130, 103),(554, 242, 72, 85)	flashlight	(1,0,0,0,0,0,0)
921	table	table_1	46	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 256, 81, 57),(87, 146, 131, 100),(140, 210, 98, 85),(255, 252, 166, 97),(315, 56, 124, 165),(363, 193, 130, 103),(554, 242, 72, 85)	black dotted cap	(0,1,0,0,0,0,0)
922	table	table_1	46	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 256, 81, 57),(87, 146, 131, 100),(140, 210, 98, 85),(255, 252, 166, 97),(315, 56, 124, 165),(363, 193, 130, 103),(554, 242, 72, 85)	coffee mug	(0,0,1,0,0,0,0)
923	table	table_1	46	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 256, 81, 57),(87, 146, 131, 100),(140, 210, 98, 85),(255, 252, 166, 97),(315, 56, 124, 165),(363, 193, 130, 103),(554, 242, 72, 85)	bowl	(0,0,0,1,0,0,0)
924	table	table_1	46	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 256, 81, 57),(87, 146, 131, 100),(140, 210, 98, 85),(255, 252, 166, 97),(315, 56, 124, 165),(363, 193, 130, 103),(554, 242, 72, 85)	cereal box	(0,0,0,0,1,0,0)
925	table	table_1	46	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 256, 81, 57),(87, 146, 131, 100),(140, 210, 98, 85),(255, 252, 166, 97),(315, 56, 124, 165),(363, 193, 130, 103),(554, 242, 72, 85)	white cap	(0,0,0,0,0,1,0)
926	table	table_1	46	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 256, 81, 57),(87, 146, 131, 100),(140, 210, 98, 85),(255, 252, 166, 97),(315, 56, 124, 165),(363, 193, 130, 103),(554, 242, 72, 85)	soda can	(0,0,0,0,0,0,1)
921	table	table_1	47	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 255, 105, 68),(107, 146, 129, 98),(162, 209, 97, 83),(278, 248, 164, 95),(330, 56, 123, 162),(381, 190, 128, 102),(571, 237, 69, 84)	flashlight	(1,0,0,0,0,0,0)
922	table	table_1	47	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 255, 105, 68),(107, 146, 129, 98),(162, 209, 97, 83),(278, 248, 164, 95),(330, 56, 123, 162),(381, 190, 128, 102),(571, 237, 69, 84)	red cap	(0,1,0,0,0,0,0)
923	table	table_1	47	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 255, 105, 68),(107, 146, 129, 98),(162, 209, 97, 83),(278, 248, 164, 95),(330, 56, 123, 162),(381, 190, 128, 102),(571, 237, 69, 84)	coffee mug	(0,0,1,0,0,0,0)
924	table	table_1	47	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 255, 105, 68),(107, 146, 129, 98),(162, 209, 97, 83),(278, 248, 164, 95),(330, 56, 123, 162),(381, 190, 128, 102),(571, 237, 69, 84)	bowl	(0,0,0,1,0,0,0)
925	table	table_1	47	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 255, 105, 68),(107, 146, 129, 98),(162, 209, 97, 83),(278, 248, 164, 95),(330, 56, 123, 162),(381, 190, 128, 102),(571, 237, 69, 84)	cereal box	(0,0,0,0,1,0,0)
926	table	table_1	47	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 255, 105, 68),(107, 146, 129, 98),(162, 209, 97, 83),(278, 248, 164, 95),(330, 56, 123, 162),(381, 190, 128, 102),(571, 237, 69, 84)	white cap	(0,0,0,0,0,1,0)
927	table	table_1	47	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 255, 105, 68),(107, 146, 129, 98),(162, 209, 97, 83),(278, 248, 164, 95),(330, 56, 123, 162),(381, 190, 128, 102),(571, 237, 69, 84)	soda can	(0,0,0,0,0,0,1)
922	table	table_1	48	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 238, 109, 69),(107, 130, 130, 98),(166, 192, 96, 83),(283, 229, 163, 94),(328, 38, 124, 163),(382, 172, 126, 100),(570, 216, 70, 83)	flashlight	(1,0,0,0,0,0,0)
923	table	table_1	48	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 238, 109, 69),(107, 130, 130, 98),(166, 192, 96, 83),(283, 229, 163, 94),(328, 38, 124, 163),(382, 172, 126, 100),(570, 216, 70, 83)	red cap	(0,1,0,0,0,0,0)
924	table	table_1	48	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 238, 109, 69),(107, 130, 130, 98),(166, 192, 96, 83),(283, 229, 163, 94),(328, 38, 124, 163),(382, 172, 126, 100),(570, 216, 70, 83)	The coffee mug close to the cap	(0,0,1,0,0,0,0)
925	table	table_1	48	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 238, 109, 69),(107, 130, 130, 98),(166, 192, 96, 83),(283, 229, 163, 94),(328, 38, 124, 163),(382, 172, 126, 100),(570, 216, 70, 83)	The bowl left from the cap	(0,0,0,1,0,0,0)
926	table	table_1	48	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 238, 109, 69),(107, 130, 130, 98),(166, 192, 96, 83),(283, 229, 163, 94),(328, 38, 124, 163),(382, 172, 126, 100),(570, 216, 70, 83)	cereal box	(0,0,0,0,1,0,0)
927	table	table_1	48	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 238, 109, 69),(107, 130, 130, 98),(166, 192, 96, 83),(283, 229, 163, 94),(328, 38, 124, 163),(382, 172, 126, 100),(570, 216, 70, 83)	white cap	(0,0,0,0,0,1,0)
928	table	table_1	48	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 238, 109, 69),(107, 130, 130, 98),(166, 192, 96, 83),(283, 229, 163, 94),(328, 38, 124, 163),(382, 172, 126, 100),(570, 216, 70, 83)	coke can	(0,0,0,0,0,0,1)
923	table	table_1	49	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 240, 126, 67),(122, 133, 129, 97),(182, 194, 95, 81),(299, 230, 161, 92),(340, 42, 122, 160),(395, 173, 125, 99),(582, 216, 58, 82)	The flashlight left from the white coffee mug	(1,0,0,0,0,0,0)
924	table	table_1	49	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 240, 126, 67),(122, 133, 129, 97),(182, 194, 95, 81),(299, 230, 161, 92),(340, 42, 122, 160),(395, 173, 125, 99),(582, 216, 58, 82)	red cap	(0,1,0,0,0,0,0)
925	table	table_1	49	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 240, 126, 67),(122, 133, 129, 97),(182, 194, 95, 81),(299, 230, 161, 92),(340, 42, 122, 160),(395, 173, 125, 99),(582, 216, 58, 82)	coffee mug	(0,0,1,0,0,0,0)
926	table	table_1	49	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 240, 126, 67),(122, 133, 129, 97),(182, 194, 95, 81),(299, 230, 161, 92),(340, 42, 122, 160),(395, 173, 125, 99),(582, 216, 58, 82)	The bowl close to the fashion cap	(0,0,0,1,0,0,0)
927	table	table_1	49	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 240, 126, 67),(122, 133, 129, 97),(182, 194, 95, 81),(299, 230, 161, 92),(340, 42, 122, 160),(395, 173, 125, 99),(582, 216, 58, 82)	blue cereal box	(0,0,0,0,1,0,0)
928	table	table_1	49	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 240, 126, 67),(122, 133, 129, 97),(182, 194, 95, 81),(299, 230, 161, 92),(340, 42, 122, 160),(395, 173, 125, 99),(582, 216, 58, 82)	white cap	(0,0,0,0,0,1,0)
929	table	table_1	49	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 240, 126, 67),(122, 133, 129, 97),(182, 194, 95, 81),(299, 230, 161, 92),(340, 42, 122, 160),(395, 173, 125, 99),(582, 216, 58, 82)	coke can	(0,0,0,0,0,0,1)
924	table	table_1	5	cap,soda can	cap_1,soda_can_4	(1, 243, 32, 83),(87, 265, 61, 99)	cap	(1,0)
925	table	table_1	5	cap,soda can	cap_1,soda_can_4	(1, 243, 32, 83),(87, 265, 61, 99)	soda can	(0,1)
925	table	table_1	50	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(27, 238, 125, 65),(146, 135, 125, 95),(206, 194, 93, 81),(321, 232, 160, 90),(358, 47, 123, 159),(413, 177, 125, 98),(600, 221, 40, 82)	flashlight	(1,0,0,0,0,0,0)
926	table	table_1	50	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(27, 238, 125, 65),(146, 135, 125, 95),(206, 194, 93, 81),(321, 232, 160, 90),(358, 47, 123, 159),(413, 177, 125, 98),(600, 221, 40, 82)	red cap	(0,1,0,0,0,0,0)
927	table	table_1	50	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(27, 238, 125, 65),(146, 135, 125, 95),(206, 194, 93, 81),(321, 232, 160, 90),(358, 47, 123, 159),(413, 177, 125, 98),(600, 221, 40, 82)	coffee mug	(0,0,1,0,0,0,0)
928	table	table_1	50	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(27, 238, 125, 65),(146, 135, 125, 95),(206, 194, 93, 81),(321, 232, 160, 90),(358, 47, 123, 159),(413, 177, 125, 98),(600, 221, 40, 82)	bowl	(0,0,0,1,0,0,0)
929	table	table_1	50	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(27, 238, 125, 65),(146, 135, 125, 95),(206, 194, 93, 81),(321, 232, 160, 90),(358, 47, 123, 159),(413, 177, 125, 98),(600, 221, 40, 82)	cereal box	(0,0,0,0,1,0,0)
930	table	table_1	50	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(27, 238, 125, 65),(146, 135, 125, 95),(206, 194, 93, 81),(321, 232, 160, 90),(358, 47, 123, 159),(413, 177, 125, 98),(600, 221, 40, 82)	white cap	(0,0,0,0,0,1,0)
931	table	table_1	50	flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(27, 238, 125, 65),(146, 135, 125, 95),(206, 194, 93, 81),(321, 232, 160, 90),(358, 47, 123, 159),(413, 177, 125, 98),(600, 221, 40, 82)	soda can	(0,0,0,0,0,0,1)
926	table	table_1	51	coffee mug,flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	coffee_mug_1,flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 192, 29, 70),(49, 239, 121, 65),(162, 137, 124, 94),(223, 195, 92, 79),(337, 230, 162, 89),(371, 46, 124, 159),(429, 175, 125, 98),(619, 222, 21, 73)	red coffee mug	(1,0,0,0,0,0,0,0)
927	table	table_1	51	coffee mug,flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	coffee_mug_1,flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 192, 29, 70),(49, 239, 121, 65),(162, 137, 124, 94),(223, 195, 92, 79),(337, 230, 162, 89),(371, 46, 124, 159),(429, 175, 125, 98),(619, 222, 21, 73)	flashlight	(0,1,0,0,0,0,0,0)
928	table	table_1	51	coffee mug,flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	coffee_mug_1,flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 192, 29, 70),(49, 239, 121, 65),(162, 137, 124, 94),(223, 195, 92, 79),(337, 230, 162, 89),(371, 46, 124, 159),(429, 175, 125, 98),(619, 222, 21, 73)	red cap	(0,0,1,0,0,0,0,0)
929	table	table_1	51	coffee mug,flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	coffee_mug_1,flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 192, 29, 70),(49, 239, 121, 65),(162, 137, 124, 94),(223, 195, 92, 79),(337, 230, 162, 89),(371, 46, 124, 159),(429, 175, 125, 98),(619, 222, 21, 73)	plain mug	(0,0,0,1,0,0,0,0)
930	table	table_1	51	coffee mug,flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	coffee_mug_1,flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 192, 29, 70),(49, 239, 121, 65),(162, 137, 124, 94),(223, 195, 92, 79),(337, 230, 162, 89),(371, 46, 124, 159),(429, 175, 125, 98),(619, 222, 21, 73)	bowl	(0,0,0,0,1,0,0,0)
931	table	table_1	51	coffee mug,flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	coffee_mug_1,flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 192, 29, 70),(49, 239, 121, 65),(162, 137, 124, 94),(223, 195, 92, 79),(337, 230, 162, 89),(371, 46, 124, 159),(429, 175, 125, 98),(619, 222, 21, 73)	cereal box	(0,0,0,0,0,1,0,0)
932	table	table_1	51	coffee mug,flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	coffee_mug_1,flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 192, 29, 70),(49, 239, 121, 65),(162, 137, 124, 94),(223, 195, 92, 79),(337, 230, 162, 89),(371, 46, 124, 159),(429, 175, 125, 98),(619, 222, 21, 73)	white cap	(0,0,0,0,0,0,1,0)
933	table	table_1	51	coffee mug,flashlight,cap,coffee mug,bowl,cereal box,cap,soda can	coffee_mug_1,flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1,soda_can_4	(1, 192, 29, 70),(49, 239, 121, 65),(162, 137, 124, 94),(223, 195, 92, 79),(337, 230, 162, 89),(371, 46, 124, 159),(429, 175, 125, 98),(619, 222, 21, 73)	soda can	(0,0,0,0,0,0,0,1)
927	table	table_1	52	coffee mug,flashlight,cap,coffee mug,bowl,cereal box,cap	coffee_mug_1,flashlight_3,cap_4,coffee_mug_4,bowl_2,cereal_box_4,cap_1	(1, 195, 38, 72),(57, 243, 121, 65),(171, 142, 124, 93),(231, 199, 93, 80),(346, 235, 164, 90),(380, 51, 125, 159),(439, 180, 126, 99)	red coffee mug	(1,0,0,0,0,0,0)
